cluster	gene	PHD2cKO_p_val	PHD2cKO_avg_logFC	PHD2cKO_pct.1	PHD2cKO_pct.2	PHD2cKO_p_val_adj	WT_p_val	WT_avg_logFC	WT_pct.1	WT_pct.2	WT_p_val_adj	max_pval	minimump_p_val
6	Cd79a	7.37353410051351e-228	3.28641323458931	1	0.005	1.08435192482152e-223	1.33799465638939e-278	3.16962587913624	1	0.004	1.96765494168623e-274	7.37353410051351e-228	2.67598931277865e-278
6	Ly6d	2.38764813833768e-196	2.86349669411744	0.915	0.007	3.51127535223939e-192	7.56517679152836e-269	2.92903068816162	0.913	0.003	1.11253489896216e-264	2.38764813833768e-196	1.51303535830556e-268
6	Fcmr	1.80732703622167e-152	1.98863580063916	0.66	0.003	2.65785513946758e-148	9.41019559094025e-228	2.37221558845501	0.652	0	1.38386336360367e-223	1.80732703622167e-152	1.88203911818787e-227
6	Ms4a1	3.90253283455851e-181	2.63029421738368	0.851	0.007	5.73906478650174e-177	4.59409401842848e-224	2.64862900442659	0.783	0.003	6.75607466350092e-220	3.90253283455851e-181	9.18818803685685e-224
6	Iglc3	1.19968243511998e-219	2.47908475790069	0.936	0.004	1.76425298908744e-215	7.64397239987509e-204	2.23453692597381	0.826	0.005	1.12412258112563e-199	7.64397239987509e-204	2.39936487024003e-219
6	Pou2af1	1.16611201138009e-113	1.15368363705862	0.489	0.002	1.71488432393556e-109	2.48304004901541e-183	1.08399475450338	0.565	0.001	3.65155869608207e-179	1.16611201138009e-113	4.96608009803089e-183
6	Tnfrsf13c	1.99108080161171e-158	1.66649242989362	0.702	0.004	2.92808342685019e-154	1.11093022154105e-162	1.59400233188857	0.652	0.004	1.63373398379827e-158	1.99108080161171e-158	2.22186044308216e-162
6	Mzb1	4.95063861066532e-156	2.14219580257079	0.723	0.005	7.28040914084443e-152	2.14634800089171e-162	2.38493567688978	0.696	0.005	3.15641937011134e-158	4.95063861066532e-156	4.29269600178348e-162
6	Iglc1	2.03952307108878e-113	2.00907246434708	0.489	0.002	2.99932262834315e-109	3.91020264155595e-156	1.82030576158514	0.609	0.003	5.75034400467218e-152	2.03952307108878e-113	7.82040528311179e-156
6	Fcrla	2.15925197257984e-126	1.3828260305194	0.574	0.004	3.17539595087591e-122	2.0859564947562e-142	1.50044930360606	0.565	0.003	3.06760762118847e-138	2.15925197257984e-126	4.17191298951232e-142
